describe,label,image
"The image features a close-up view of a green leaf with brown spots, possibly a corn leaf. The leaf is located in the center of the image, and its texture is visible, with the brown spots scattered across its surface. The leaf appears to be in a field, surrounded by other plants. The focus of the image is on the leaf, highlighting its unique appearance and texture.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1139).jpg
"The image features a large, green leaf with numerous brown spots and blemishes. The leaf appears to be a banana leaf, possibly affected by a disease or pests. The spots are scattered across the leaf, with some being larger and more prominent than others. The leaf is placed on a surface, possibly a table, and its unique appearance makes it stand out.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (682).JPG
"The image features a close-up view of a leaf, possibly from a plant or a tree, with a large number of small holes and bumps on it. The leaf is green and appears to be a bit damaged, possibly due to insects or other environmental factors. The holes and bumps are scattered across the surface of the leaf, giving it a unique and somewhat worn appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (825).JPG
"The image features a close-up view of a green leaf with brown spots on it. The leaf appears to be a plant stem or a piece of a plant, possibly a corn plant. The brown spots are scattered across the surface of the leaf, giving it a slightly worn or aged appearance. The leaf is positioned in the center of the image, drawing attention to its unique texture and coloration.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (395).JPG
"The image features a close-up view of a leaf with a brown and green color scheme. The leaf has a noticeable brown spot, which appears to be a blemish or a mark. The leaf is situated in a plant, possibly a tree, and it is surrounded by other leaves. The overall scene showcases the natural beauty of the plant and its leaves.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1108).jpg
"The image features a close-up view of a green leaf with brown spots. The leaf appears to be a corn leaf, possibly from a corn plant. The brown spots are scattered throughout the leaf, giving it a unique and interesting appearance. The leaf is positioned in the center of the image, capturing the viewer's attention.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (765).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf is covered in spots, possibly indicating that it is a plant or a piece of vegetation. The leaf appears to be in a somewhat worn or aged condition, which adds to the overall visual interest of the image.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (937).JPG
"The image features a close-up view of a leaf with a lot of brown spots on it. The leaf is green and appears to be a plant leaf. The spots are scattered all over the leaf, with some being larger and more prominent than others. The leaf is placed on a table, and the close-up view allows for a detailed examination of the spots and the overall texture of the leaf.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (665).JPG
"The image features a close-up view of a leaf with a green stem, which appears to be a plant or a piece of a plant. The leaf is covered in rust, giving it a brown and aged appearance. The rust is spread across the surface of the leaf, creating a visually striking contrast against the green stem. The leaf is positioned in the center of the image, drawing attention to its unique texture and coloration.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (839).JPG
"The image features a close-up of a large green leaf with a brown spot on it. The leaf appears to be a part of a plant, possibly a corn plant, as it is described as a corn leaf. The brown spot on the leaf is a focal point, drawing attention to the plant's natural imperfections. The leaf is positioned in the foreground, and the background is blurred, emphasizing the leaf's texture and details.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (916).JPG
"The image features a close-up of a leaf with a green stem, which appears to be a piece of a banana tree. The leaf is slightly curled and has a brownish-green color. The stem is visible, and it seems to be the main focus of the image. The leaf is placed on a surface, possibly a table, and it appears to be the main subject of the photo.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (790).JPG
"The image features a large, green leaf with a brown spot on it. The leaf is placed on a white background, making it the focal point of the image. The brown spot on the leaf is quite prominent, drawing attention to its presence. The leaf appears to be a close-up of a plant, possibly a tree, showcasing its natural beauty.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (854).JPG
"The image features a person holding a leaf with brown spots, possibly a tomato leaf, in their hand. The person is standing outside, possibly in a garden or a field, as the leaf is being held up to the camera. The leaf appears to be damaged or diseased, possibly due to a pest infestation or other environmental factors.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1128).jpg
"The image features a close-up view of a leaf with a green stem. The leaf is covered in small brown spots, giving it a rustic appearance. The leaf is positioned in the center of the image, with the stem extending from the top left corner to the bottom right corner. The close-up perspective allows for a detailed examination of the leaf's texture and the spots on its surface.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (751).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its unique texture and color. The leaf appears to be a large, green plant with a distinctive pattern of yellow and green stripes. The leaf is slightly curled, giving it a natural and organic appearance. The close-up view highlights the intricate details of the leaf's structure and the vibrant colors that make it stand out.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (49).jpg
"The image features a close-up view of a leaf with a green stem. The leaf is covered in red spots, giving it a unique and interesting appearance. The leaf is positioned in the center of the image, and its vibrant colors make it stand out against the background. The close-up perspective allows for a detailed examination of the leaf's texture and the intricate patterns created by the red spots.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (583).JPG
"The image features a close-up view of a green leaf with brown spots, likely a corn leaf. The leaf is quite large and occupies most of the frame. The brown spots are scattered across the leaf, creating a unique pattern. The leaf appears to be in a state of decay, possibly due to age or damage. The close-up perspective allows for a detailed examination of the leaf's texture and the brown spots.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (945).JPG
"The image features a close-up view of a leaf with a lot of spots on it. The leaf appears to be green and is placed on a surface, possibly a table or a counter. The spots are scattered across the leaf, giving it a unique and interesting appearance. The leaf is the main focus of the image, and it appears to be the only object in the scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (729).JPG
"The image features a close-up view of a large green leaf with a brown spot on it. The leaf is positioned on a gray background, which creates a striking contrast between the leaf and its surroundings. The leaf appears to be a corn leaf, possibly from a corn plant. The focus of the image is on the leaf, highlighting its unique texture and coloration.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (523).JPG
"The image features a large, green leaf with a distinctive white line running down the center of it. The leaf appears to be a close-up of a banana tree, showcasing its unique texture and structure. The white line on the leaf seems to be a natural feature, possibly a vein or a marking. The overall scene gives an impression of a detailed and intricate view of the banana tree's leaf.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (360).JPG
"The image features a large, green leaf with a hole in the middle of it. The leaf is situated in the center of the frame, and its unique shape and texture make it stand out. The hole in the leaf appears to be a focal point, drawing the viewer's attention to the intricate details of the plant. The leaf's vibrant green color and the hole's presence create an interesting visual contrast, making the leaf an eye-catching subject in the image.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (454).JPG
"The image features a close-up view of a green leaf with a brown spot on it, possibly indicating a disease or damage. The leaf is held up by a person's hand, allowing for a detailed look at the affected area. The leaf appears to be a part of a larger plant, and the brown spot is a noticeable feature on the green surface.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1131).jpg
"The image features a large, vibrant green leaf with a brown spot on it. The leaf is positioned in the center of the scene, and its color contrasts with the brown spot, making it stand out. The leaf appears to be a close-up of a plant, possibly a tree or a bush, showcasing its natural beauty.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (486).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The brown spot is located towards the center of the leaf, and it appears to be a hole or a damaged area. The leaf is part of a larger plant, and its texture is visible in the close-up shot. The leaf is surrounded by other green leaves, creating a lush and vibrant scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1057).JPG
"The image features a close-up view of a large green leaf with a brown spot in the center. The brown spot appears to be a hole or a wound in the leaf, possibly caused by an insect or some other form of damage. The leaf is part of a plant, and its size and vibrant green color make it stand out in the scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1084).JPG
"The image features a close-up view of a green leaf with a large brown spot on it. The spot appears to be a hole or a damaged area, which is surrounded by a few smaller brown spots. The leaf is part of a larger green plant, possibly a tree, and the spots are scattered across the surface of the leaf. The close-up perspective highlights the intricate details of the plant and its imperfections.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (383).JPG
"The image features a close-up view of a leaf with yellow spots, possibly a plant or a green leaf. The leaf is large and occupies most of the frame, with the spots being the main focus of the image. The leaf appears to be in a healthy condition, despite the presence of the yellow spots.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (43).jpg
"The image features a large green leaf, possibly a plant or a piece of broccoli, placed on a gray surface. The leaf is positioned towards the left side of the image, with a portion of it extending towards the right. The leaf appears to be a close-up view, emphasizing its texture and details. The gray background provides a contrasting backdrop for the vibrant green leaf.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (797).jpg
"The image features a close-up view of several dead or dying corn plants. The plants are arranged in a row, with each plant showing signs of aging and deterioration. The corn plants are placed on a table, and their leaves appear to be drying out and turning brown. The scene captures the natural process of the corn plants' decline, as they continue to grow and age.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (22).jpg
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf appears to be a bit dirty, with some brown spots on it. The leaf is positioned in the center of the image, occupying a significant portion of the frame. The focus of the image is on the leaf and its unique features, highlighting the natural beauty of the plant.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (169).JPG
"The image features a close-up view of a leaf with a green stem, likely from a plant. The leaf is large and has a few spots on it, giving it a slightly dirty appearance. The leaf is positioned in the center of the image, and its stem extends towards the top right corner. The overall scene is a detailed view of the leaf and its stem, showcasing the natural beauty of the plant.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (382).JPG
"The image features a close-up view of a leaf with a large number of small red spots on it. These spots are scattered all over the leaf, creating a visually striking pattern. The leaf appears to be green and is the main focus of the image. The close-up perspective allows the viewer to appreciate the intricate details of the spots on the leaf.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (470).JPG
"The image features a large, green leaf with a lot of spots on it. The leaf is placed on a table, possibly a dining table, and it is the main focus of the scene. The spots on the leaf are quite prominent and cover a significant portion of the surface, giving the leaf a unique and interesting appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (832).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The leaf is placed on a table, possibly a dining table, and appears to be the main focus of the scene. The brown spot on the leaf stands out, drawing attention to the leaf's unique feature.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (842).JPG
"The image features a close-up view of a leaf with a few brown spots on it. The leaf appears to be a part of a plant, possibly a tree, and is positioned on a table. The spots on the leaf are noticeable and seem to be the main focus of the image. The leaf itself is quite large, covering a significant portion of the table.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (468).JPG
"The image features a close-up view of a green plant with brown spots, possibly a plantain or a banana tree. The plant has a few brown spots on its surface, giving it a unique and interesting appearance. The plant is situated in a field, surrounded by other plants, creating a lush and vibrant scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (104).jpg
"The image features a large, green leaf with a brown, yellow, and white color pattern. The leaf appears to be slightly damaged, possibly due to age or exposure to the elements. The leaf is positioned in the center of the image, covering a significant portion of the frame.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (260).JPG
"The image features a close-up view of a leaf with a green stem, possibly from a plant or a tree. The leaf is large and has a brown spot on it, giving it a slightly aged appearance. The leaf is positioned in the center of the image, and its stem is visible on the left side. The overall scene appears to be a detailed view of the leaf and its stem, showcasing the intricate structure of the plant.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (587).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its intricate texture and details. The leaf appears to be slightly damaged, with a few brown spots visible on its surface. The leaf is positioned on a white background, which emphasizes the leaf's natural beauty and texture.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (589).JPG
"The image features a close-up view of a corn plant with a green stem. The stem is covered in yellow spots, which are likely the result of a fungal infection. The plant appears to be diseased, with the yellow spots spreading up and down the stem. The corn plant is located in a field, surrounded by other plants.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (83).jpg
"The image features a field of tall, dry, and yellow corn stalks. The corn is in various stages of growth, with some stalks appearing more mature and others appearing less so. The field is vast, covering a significant portion of the image. The corn is scattered throughout the field, with some stalks standing taller than others. The overall scene gives off a sense of a dry, arid environment, which is typical for corn fields during certain seasons.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1114).jpg
"The image features a close-up view of a leaf with a green stem, which appears to be affected by a disease or pest infestation. The leaf is covered in yellow spots, indicating the presence of a fungus or other pathogens. The spots are scattered across the leaf, with some appearing more prominent than others. The leaf is situated in a dirt field, possibly in a garden or a farm setting.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (95).jpg
"The image features a close-up view of a leaf with a brown spot on it. The leaf is large and appears to be a plant leaf, possibly a corn leaf. The brown spot is located towards the center of the leaf, and it seems to be the main focus of the image. The leaf is positioned in the foreground, with a background that is blurred, giving the photo a sense of depth.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1028).JPG
"The image features a close-up view of a leaf with a bunch of small red spots on it. The leaf is green and appears to be a part of a plant. The red spots are scattered all over the leaf, creating a visually interesting pattern. The leaf is positioned in the center of the image, drawing attention to its unique appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (532).JPG
"The image features a close-up view of a leaf with a large brown spot on it. The leaf is green and appears to be a part of a plant or a tree. The brown spot is the focal point of the image, drawing attention to its size and texture. The leaf is positioned in the center of the image, with the surrounding greenery creating a natural and vibrant background.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (202).JPG
"The image features a close-up view of a leaf with a green stem, possibly a banana leaf. The leaf is slightly curled and has a brownish color, indicating that it is old or has been exposed to the elements. The leaf is placed on a surface, possibly a table, and is the main focus of the image.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (734).JPG
"The image features a close-up view of a leaf with a lot of red spots on it. The leaf appears to be a green plant, possibly a corn plant, with the spots covering a significant portion of its surface. The red spots are scattered all over the leaf, creating a visually striking pattern. The leaf is large and occupies most of the image, providing a detailed view of the spots and their distribution.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (783).JPG
"The image features a close-up view of a leafy green plant with a large, long, and curved leaf. The leaf is covered in small holes, giving it a unique and interesting appearance. The plant is situated in a white background, which allows the leaf to stand out prominently. The leaf's texture and the numerous holes create a visually engaging scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (478).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf is covered in small holes, giving it a unique and interesting appearance. The holes are scattered all over the leaf, with some being larger and more prominent than others. The leaf appears to be in a close-up shot, allowing the viewer to appreciate the intricate patterns and textures of the plant.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1027).JPG
"The image features a close-up view of a leaf with a brown spot on it. The spot appears to be a hole or a blemish, and it is located towards the center of the leaf. The leaf is green and has a few brown spots scattered throughout its surface. The leaf is positioned in the foreground of the image, drawing attention to the unique feature on its surface.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (212).JPG
"The image features a large, green, and brown leaf with a lot of dirt on it. The leaf is placed on a table, and it appears to be a close-up view of the leaf's surface. The dirt on the leaf is quite noticeable, covering a significant portion of its surface. The leaf's texture and color create a visually interesting and natural scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (316).JPG
"The image displays a close-up view of a green leaf with brown spots on it. The leaf appears to be damaged, possibly from insects or other environmental factors. The brown spots are scattered across the leaf, creating a unique pattern. The leaf is positioned in the center of the image, with the background blurred out to focus on the leaf's details.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (253).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The leaf is situated on a table, and it appears to be a plant or a piece of a plant. The brown spot on the green leaf is a prominent feature, drawing attention to the leaf's texture and color.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1001).JPG
"The image features a close-up view of a green leaf with brown spots, possibly a plant or a piece of a leaf. The leaf is placed on a table, which occupies the majority of the background. The leaf appears to be in a state of disrepair, with the brown spots indicating potential damage or aging. The focus of the image is on the intricate details of the leaf, highlighting its unique texture and appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1024).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf is covered in small holes and spots, giving it a unique and interesting appearance. The leaf is positioned in the center of the image, with its stem extending towards the top right corner. The close-up perspective highlights the intricate patterns and textures of the leaf, making it a captivating subject for the viewer.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1048).JPG
"The image features a close-up view of a leaf with a large brown spot on it. The spot appears to be a hole or a blemish, and it is located on the upper part of the leaf. The leaf is green, and the brown spot stands out prominently against the green background.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (895).JPG
"The image features a close-up view of a leaf with a hole in it, possibly a caterpillar or a small insect. The leaf is green and appears to be part of a plant, possibly a corn plant. The hole in the leaf is located towards the center, and the leaf itself is quite large, covering a significant portion of the image. The focus of the photo is on the intricate details of the leaf and the hole, creating a captivating and detailed view of the plant's structure.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (592).JPG
"The image features a close-up view of a leaf with a large brown spot on it. The leaf is green and appears to be partially dead, possibly due to a disease or damage. The brown spot is located towards the center of the leaf, and it appears to be the main focus of the image. The leaf is positioned on a table, providing a clear view of its texture and details.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (412).JPG
"The image features a large, lush green plant with a wavy, zigzag pattern. The plant appears to be a leafy vegetable, possibly a lettuce or a similar type of greenery. The plant is situated on a gray surface, which could be a concrete or asphalt ground. The contrast between the green plant and the gray background creates a visually appealing scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (914).JPG
"The image features a close-up view of a green leaf with brown spots, possibly a corn leaf. The leaf is large and takes up most of the frame. The brown spots are scattered across the leaf, giving it a unique and interesting appearance. The leaf is situated in a field, possibly a corn field, adding to the natural setting of the scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1127).jpg
"The image features a close-up view of a green plant, possibly a leaf or a stem, with a visible blemish or wound. The plant is situated in a white background, which highlights the green color of the plant. The blemish appears to be a small hole or a part of the plant that has been damaged or affected. The image captures the intricate details of the plant, making it an interesting and captivating subject.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (986).JPG
"The image features a large green plant with a visible crack in it. The plant appears to be a leafy plant, possibly a banana tree, with a few brown spots on it. The crack in the plant is located towards the center, and it seems to be growing outward. The plant is surrounded by other green leaves, creating a lush and vibrant scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1102).jpg
"The image features a close-up view of a leaf with a small hole in it. The hole is located near the center of the leaf, and it appears to be a small insect or pest that has caused the damage. The leaf is green and has a slightly yellowish tint, indicating that it might be a corn leaf. The hole is surrounded by a number of small spots, which could be insect bites or other markings on the leaf. The overall scene captures the intricate details of the leaf and the damage it has sustained.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (265).JPG
"The image features a close-up view of a leaf with a large brown spot on it, possibly a leaf from a plant or a piece of broccoli. The spot is located towards the center of the leaf, and it appears to be a significant part of the leaf's surface. The leaf is green in color, and the brown spot stands out against the green background.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (497).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf is covered in spots, which could be interpreted as a pattern or a disease affecting the plant. The leaf is positioned in the foreground, while the background consists of a field of corn, creating a contrast between the leaf and the crop.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (108).jpg
"The image features a close-up view of a leaf with a large hole in it. The hole is located in the center of the leaf, and it appears to be a large, dark spot. The leaf is green and appears to be a corn leaf, possibly from a corn plant. The hole in the leaf is a noticeable feature, drawing attention to the plant's unique characteristics.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (952).JPG
"The image features a close-up view of a leaf with a green stem. The leaf is covered in spots, giving it a slightly dirty appearance. The leaf is positioned in the center of the image, with the stem extending from the top left corner to the bottom right corner. The leaf appears to be a part of a larger plant, possibly a tree, as it is surrounded by a green background.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (578).JPG
"The image features a large, green leaf with a brown spot on it, lying on a surface. The leaf appears to be a banana leaf, and it is placed on a table. The banana leaf is quite large, covering a significant portion of the table. The brown spot on the leaf adds a unique detail to the scene, making it stand out among the green surroundings.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (285).JPG
"The image features a close-up view of a green, mossy surface with a rusty, rotten appearance. The green surface is covered in rust, giving it a deteriorated and aged look. The rust appears to be spreading across the surface, creating a visually striking contrast between the green and the rust. The overall scene gives off a sense of decay and deterioration.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (785).JPG
"The image features a close-up view of a leaf with a lot of red spots on it. The leaf appears to be a green plant, possibly a leafy vegetable, with the spots covering its surface. The spots are scattered all over the leaf, creating a visually interesting and unique pattern. The leaf is positioned in the center of the image, drawing attention to its distinctive features.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1014).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf is covered in spots, giving it a unique and interesting appearance. The leaf is positioned in the center of the image, with the stem extending from the left side. The close-up view allows for a detailed examination of the leaf's structure and the spots on its surface.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (74).jpg
"The image features a close-up view of a large, green leaf with a brownish tint. The leaf is placed on a surface, possibly a table or a countertop. The leaf appears to be old and possibly damaged, giving it a worn-out appearance. The leaf's texture is visible, with its veins and edges clearly visible. The overall scene gives a sense of a natural, aged object being observed up close.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (274).JPG
"The image features a cornfield with tall, green corn plants. The corn is in various stages of growth, with some plants appearing to be dying. There are multiple ears of corn visible in the field, with some of them being closer to the ground and others higher up. The cornfield is a lush green, indicating a healthy and thriving crop.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1112).jpg
"The image features a close-up view of a leaf with a green stem. The leaf is covered in small holes, giving it a unique and textured appearance. The holes are scattered across the surface of the leaf, with some appearing larger and more prominent than others. The leaf appears to be a part of a larger plant, possibly a tree or a bush, and it is situated in a natural environment.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1038).jpg
"The image features a close-up view of a leaf with a lot of small holes or pits on it. The leaf appears to be green and is placed on a table. The holes are scattered all over the leaf, with some appearing larger than others. The leaf is likely a plant or a piece of a plant, and the holes could be a natural occurrence or a result of damage or wear.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (240).JPG
"The image features a close-up view of a leaf with a hole in it. The leaf appears to be green and has a brown spot on it. The hole is located towards the center of the leaf, and it appears to be a small part of the leaf that has been damaged or removed. The leaf is positioned in the foreground, with the hole being the main focal point of the image.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (261).JPG
"The image features a close-up view of a large green leaf with a noticeable brown spot. The brown spot appears to be a hole or a damaged area on the leaf, possibly caused by a pest or some other form of damage. The leaf is situated in a plant, and its size and vibrant green color make it stand out in the scene.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (936).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf is slightly discolored, possibly due to age or exposure to the elements. The leaf is positioned in the center of the image, with the stem extending from the bottom left corner to the top right corner. The leaf appears to be a part of a larger plant, providing a glimpse into the plant's anatomy and structure.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (749).JPG
"The image features a large, green leaf with a brown spot in the middle. The leaf appears to be rotting, possibly due to water damage or other environmental factors. The leaf is placed on a surface, possibly a table or a countertop, and it is the main focus of the image. The leaf's texture and color create a visually striking contrast with the surrounding environment.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (440).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf is large and appears to be a plant leaf, possibly a banana leaf. The stem is visible on the left side of the leaf, and a person's hand can be seen resting on the leaf, providing a sense of scale. The leaf is placed on a surface, possibly a table, and it appears to be the main focus of the image.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1116).jpg
"The image features a leaf that appears to be in the process of falling off a tree. The leaf is large and green, with a few brown spots scattered across its surface. It is lying on a gray background, which provides a contrasting backdrop to the leaf. The leaf is positioned towards the left side of the image, occupying a significant portion of the frame.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (499).JPG
"The image features a close-up view of a leaf with brown spots, possibly indicating a disease or damage. The leaf is green and appears to be part of a plant, possibly a corn plant. The brown spots are scattered across the leaf, with some being larger and more prominent than others. The leaf is positioned in the center of the image, drawing attention to its unique appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (124).JPG
"The image features a close-up view of a leaf with a large green stem. The leaf is covered in white spots, which appear to be a type of fungus or bacterial infection. The spots are spread across the surface of the leaf, giving it a slightly discolored appearance. The leaf is situated in a dirt field, surrounded by other plants. The overall scene suggests that the leaf is affected by a disease or infection, which is affecting its health and appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (84).jpg
"The image showcases a field of tall, dry, and dead corn stalks. The corn stalks are brown and yellow, indicating that they are past their prime and have begun to dry out. The field is filled with these dead stalks, creating a somewhat barren and desolate appearance. The overall scene conveys a sense of the end of the growing season and the natural cycle of plant life.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1111).jpg
"The image features a close-up view of a leaf with a green stem. The leaf is covered in small, yellow spots, giving it a unique and interesting appearance. The leaf is positioned in the center of the image, with the stem extending from the bottom left corner towards the top right corner. The close-up perspective allows for a detailed examination of the leaf's texture and the spots on its surface.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (77).jpg
"The image features a close-up view of a leaf with a green stem, possibly a piece of broccoli or a leafy plant. The leaf is covered in brown spots, giving it a slightly rustic appearance. The leaf is positioned in the center of the image, with the stem extending from the left side. The close-up perspective allows for a detailed examination of the leaf's texture and appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1081).jpg
"The image features a close-up of a leaf with a green stem, possibly a plant or a piece of broccoli. The leaf is large and has a few spots on it, giving it a slightly worn appearance. The leaf is positioned in the center of the image, occupying a significant portion of the frame. The overall scene is a detailed, up-close view of the leaf and its stem.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (514).JPG
"The image features a large, green leaf with a brown spot on it, laying on a table. The leaf appears to be a part of a plant, possibly a tree, and is placed on a grey surface. The leaf is quite large, covering a significant portion of the table's surface. The brown spot on the leaf adds a touch of color to the otherwise green background.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (193).JPG
"The image features a close-up of a green leaf with a lot of brown spots on it. The leaf appears to be a piece of a banana tree, and the spots are likely the result of rust or some other form of damage. The leaf is quite large, covering a significant portion of the image. The brown spots are scattered all over the leaf, giving it a unique and interesting appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (939).JPG
"The image features a close-up view of a green leaf with a brown spot on it. The leaf appears to be a part of a larger plant, possibly a tree. The brown spot is located towards the center of the leaf, and the overall appearance of the leaf suggests that it is in the process of drying out. The leaf is placed on a surface, possibly a table, and is surrounded by other leaves, creating a sense of a natural environment.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1037).JPG
"The image features a close-up view of a leaf, possibly a banana leaf, with a large number of brown spots covering its surface. The leaf appears to be old and worn, giving it a weathered appearance. The spots are scattered across the leaf, creating a unique pattern that adds character to the plant. The leaf is positioned in the foreground, drawing attention to its distinctive features.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (369).JPG
"The image features a close-up view of a green leaf with brown spots on it. The leaf appears to be a piece of a plant, possibly a banana or a leaf from a tree. The brown spots are scattered across the leaf, giving it a unique and interesting appearance. The leaf is positioned in the center of the image, drawing attention to its intricate details.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1013).JPG
"The image features a close-up view of a leaf with a green stem, showcasing its texture and details. The leaf is large and appears to be in a dried state, possibly due to age or exposure to the elements. The leaf is positioned in the center of the image, and its texture is visible, giving a sense of its structure and appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (1036).jpg
"The image features a large green leaf with a lot of rust spots on it. The rust appears to be spreading across the leaf, giving it a reddish-brown color. The leaf is attached to a stem, which is visible in the background. The rusty leaf is the main focus of the image, showcasing its unique and aged appearance.",0,../dataset/CornDataset/data/train/Blight/Corn_Blight (179).JPG
